id,pairid,speed,datetime,traveltime
13447,10360,53.7,9/25/14 19:20,355
13448,10364,15.6,9/25/14 19:20,1318
13449,10363,51,9/25/14 19:20,268
13450,10361,55.2,9/25/14 19:20,248
13451,10357,64.1,9/25/14 19:35,146
13452,16981,51,9/25/14 19:35,211.882
13453,10356,54.9,9/25/14 19:35,341
13454,10496,57.6,9/25/14 19:35,250
13455,10498,55.4,9/25/14 19:35,91
13456,10499,60,9/25/14 19:35,240
13457,10360,54.4,9/25/14 19:35,351
13458,10364,52.2,9/25/14 19:35,393
13459,10363,51.8,9/25/14 19:35,264
13460,10361,47.5,9/25/14 19:35,288
13461,10357,61.2,9/25/14 19:50,153
13462,16981,36.8,9/25/14 19:50,293.749
13463,10356,54.9,9/25/14 19:50,341
13464,10496,57.6,9/25/14 19:50,250
13465,10498,55.4,9/25/14 19:50,91
13466,10499,59,9/25/14 19:50,244
13467,10360,49,9/25/14 19:50,389
13468,10364,52.2,9/25/14 19:50,393
13469,10363,51.8,9/25/14 19:50,264
13470,10361,50.3,9/25/14 19:50,272
13471,10357,67.8,9/25/14 20:05,138
13472,16981,35.8,9/25/14 20:05,301.997
13473,10356,52.4,9/25/14 20:05,357
13474,10496,57.6,9/25/14 20:05,250
13475,10498,62.2,9/25/14 20:05,81
13476,10499,61.5,9/25/14 20:05,234
13477,10360,53.1,9/25/14 20:05,359
13478,10364,52.2,9/25/14 20:05,393
13479,10363,52.4,9/25/14 20:05,261
13480,10361,52.6,9/25/14 20:05,260
13481,10357,66.9,9/25/14 20:20,140
13482,16981,6.4,9/25/14 20:20,1689.96
13483,10356,51,9/25/14 20:20,367
13484,10496,56.7,9/25/14 20:20,254
13485,10498,61.5,9/25/14 20:20,82
13486,10499,60,9/25/14 20:20,240
13487,10360,52.3,9/25/14 20:20,365
13488,10364,46.7,9/25/14 20:20,439
13489,10363,51,9/25/14 20:20,268
13490,10361,51.8,9/25/14 20:20,264
13491,10357,69.9,9/25/14 20:35,134
13492,16981,26.9,9/25/14 20:35,402.162
13493,10356,55.2,9/25/14 20:35,339
13494,10496,56.7,9/25/14 20:35,254
13495,10498,66.3,9/25/14 20:35,76
13496,10499,68.6,9/25/14 20:35,210
13497,10360,58.3,9/25/14 20:35,327
13498,10364,46.7,9/25/14 20:35,439
13499,10363,48.5,9/25/14 20:35,282
13500,10361,56.1,9/25/14 20:35,244
13501,10357,65,9/25/14 20:50,144
13502,16981,6,9/25/14 20:50,1797.2
13503,10356,55.2,9/25/14 20:50,339
13504,10496,58.5,9/25/14 20:50,246
13505,10498,66.3,9/25/14 20:50,76
13506,10499,67.3,9/25/14 20:50,214
13507,10360,60.2,9/25/14 20:50,317
13508,10364,46.7,9/25/14 20:50,439
13509,10363,48.5,9/25/14 20:50,282
13510,10361,53.4,9/25/14 20:50,256
13511,10357,65.9,9/25/14 21:05,142
13512,16981,42.7,9/25/14 21:05,253.166
13513,10356,54.9,9/25/14 21:05,341
13514,10496,54.1,9/25/14 21:05,266
13515,10498,60,9/25/14 21:05,84
13516,10499,65.5,9/25/14 21:05,220
13517,10360,58,9/25/14 21:05,329
13518,10364,49.8,9/25/14 21:05,412
13519,10363,48.5,9/25/14 21:05,282
13520,10361,52.2,9/25/14 21:05,262
13521,10357,65.9,9/25/14 21:20,142
13522,16981,29.6,9/25/14 21:20,365.013
13523,10356,39.9,9/25/14 21:20,469
13524,10496,38.7,9/25/14 21:20,372
13525,10498,61.5,9/25/14 21:20,82
13526,10499,67.9,9/25/14 21:20,212
13527,10360,59.1,9/25/14 21:20,323
13528,10364,50.8,9/25/14 21:20,404
13529,10363,48.9,9/25/14 21:20,280
13530,10361,50.7,9/25/14 21:20,270
13531,10357,65,9/25/14 21:35,144
13532,16981,29.6,9/25/14 21:35,365.013
13533,10356,41.5,9/25/14 21:35,451
13534,10496,40.4,9/25/14 21:35,356
13535,10498,61.5,9/25/14 21:35,82
13536,10499,70.6,9/25/14 21:35,204
13537,10360,58.7,9/25/14 21:35,325
13538,10364,49.8,9/25/14 21:35,412
13539,10363,47.5,9/25/14 21:35,288
13540,10361,52.2,9/25/14 21:35,262
13541,10357,66.9,9/25/14 21:50,140
13542,16981,33.8,9/25/14 21:50,319.972
13543,10356,46.9,9/25/14 21:50,399
13544,10496,49,9/25/14 21:50,294
13545,10498,58.6,9/25/14 21:50,85.9999
13546,10499,63.2,9/25/14 21:50,228
13547,10360,59.1,9/25/14 21:50,323
13548,10364,50.8,9/25/14 21:50,404
13549,10363,47.5,9/25/14 21:50,288
13550,10361,51.4,9/25/14 21:50,266
13551,10357,65,9/25/14 22:05,144
13552,16981,21.5,9/25/14 22:05,501.3
13553,10356,48.4,9/25/14 22:05,387
13554,10496,52,9/25/14 22:05,277
13555,10498,64.6,9/25/14 22:05,78
13556,10499,63.7,9/25/14 22:05,226
13557,10360,58.9,9/25/14 22:05,324
13558,10364,50.8,9/25/14 22:05,404
13559,10363,47.5,9/25/14 22:05,288
13560,10361,50.1,9/25/14 22:05,273
13561,10357,66.9,9/25/14 22:20,140
13562,16981,7.3,9/25/14 22:20,1483.46
13563,10356,48.4,9/25/14 22:20,387
13564,10496,50.5,9/25/14 22:20,285
13565,10498,63,9/25/14 22:20,80
13566,10499,66.1,9/25/14 22:20,218
13567,10360,59.3,9/25/14 22:20,322
13568,10364,7.6,9/25/14 22:20,2695.99
13569,10363,47.5,9/25/14 22:20,288
13570,10361,46.7,9/25/14 22:20,293
13571,10357,70.9,9/25/14 22:35,132
13572,16981,7.3,9/25/14 22:35,1483.46
13573,10356,48.4,9/25/14 22:35,387
13574,10496,48.2,9/25/14 22:35,299
13575,10498,66.3,9/25/14 22:35,76
13576,10499,68.6,9/25/14 22:35,210
13577,10360,57.8,9/25/14 22:35,330
13578,10364,7.6,9/25/14 22:35,2695.99
13579,10363,47.5,9/25/14 22:35,288
13580,10361,46.7,9/25/14 22:35,293
13581,10357,65.9,9/25/14 22:50,142
13582,16981,9.3,9/25/14 22:50,1163.62
13583,10356,31.5,9/25/14 22:50,595
13584,10496,11.7,9/25/14 22:50,1235
13585,10498,61.5,9/25/14 22:50,82
13586,10499,66.7,9/25/14 22:50,216
13587,10360,60.8,9/25/14 22:50,314
13588,10364,7.6,9/25/14 22:50,2695.99
13589,10363,46.4,9/25/14 22:50,295
13590,10361,52.8,9/25/14 22:50,259
13591,10357,69.9,9/25/14 23:05,134
13592,16981,13.4,9/25/14 23:05,807.501
13593,10356,21,9/25/14 23:05,893.002
13594,10496,7.1,9/25/14 23:05,2017.99
13595,10498,68.1,9/25/14 23:05,74
13596,10499,66.7,9/25/14 23:05,216
13597,10360,59.6,9/25/14 23:05,320
13598,10364,38.7,9/25/14 23:05,530
13599,10363,44.9,9/25/14 23:05,305
13600,10361,52.8,9/25/14 23:05,259
13601,10357,64.1,9/25/14 23:20,146
13602,16981,13.9,9/25/14 23:20,776.381
13603,10356,8.4,9/25/14 23:20,2235.01
13604,10496,6.2,9/25/14 23:20,2307.99
13605,10498,64.6,9/25/14 23:20,78
13606,10499,63.7,9/25/14 23:20,226
13607,10360,60.2,9/25/14 23:20,317
13608,10364,38.7,9/25/14 23:20,530
13609,10363,49.6,9/25/14 23:20,276
13610,10361,47.2,9/25/14 23:20,290
13611,10357,62.4,9/25/14 23:35,150
13612,16981,16.2,9/25/14 23:35,668.331
13613,10356,7.4,9/25/14 23:35,2545
13614,10496,5.8,9/25/14 23:35,2481.99
13615,10498,66.3,9/25/14 23:35,76
13616,10499,64.9,9/25/14 23:35,222
13617,10360,51.4,9/25/14 23:35,371
13618,10364,38.7,9/25/14 23:35,530
13619,10363,44.1,9/25/14 23:35,310
13620,10361,36.4,9/25/14 23:35,376
13621,10357,67.8,9/25/14 23:50,138
13622,16981,20.2,9/25/14 23:50,535.471
13623,10356,8.3,9/25/14 23:50,2253.01
13624,10496,7,9/25/14 23:50,2044
13625,10498,64.6,9/25/14 23:50,78
13626,10499,61.5,9/25/14 23:50,234
13627,10360,60.2,9/25/14 23:50,317
13628,10364,38.7,9/25/14 23:50,530
13629,10363,44.1,9/25/14 23:50,310
13630,10361,45.9,9/25/14 23:50,298
13631,10357,67.8,9/26/14 0:05,138
13632,16981,21.3,9/26/14 0:05,505.903
13633,10356,11,9/26/14 0:05,1697
13634,10496,9,9/26/14 0:05,1601.99
13635,10498,64.6,9/26/14 0:05,78
13636,10499,63.7,9/26/14 0:05,226
13637,10360,56.3,9/26/14 0:05,339
13638,10364,38.7,9/26/14 0:05,530
13639,10363,46.7,9/26/14 0:05,293
13640,10361,45,9/26/14 0:05,304
13641,10357,67.8,9/26/14 0:20,138
13642,16981,23.9,9/26/14 0:20,451.997
13643,10356,22.7,9/26/14 0:20,822.998
13644,10496,23.7,9/26/14 0:20,608
13645,10498,60,9/26/14 0:20,84
13646,10499,63.2,9/26/14 0:20,228
13647,10360,57.3,9/26/14 0:20,333
13648,10364,15.4,9/26/14 0:20,1331
13649,10363,46.7,9/26/14 0:20,293
13650,10361,45,9/26/14 0:20,304
13651,10357,64.1,9/26/14 0:35,146
13652,16981,26.1,9/26/14 0:35,414.228
13653,10356,42.8,9/26/14 0:35,437
13654,10496,49.7,9/26/14 0:35,290
13655,10498,64.6,9/26/14 0:35,78
13656,10499,64.3,9/26/14 0:35,224
13657,10360,54.1,9/26/14 0:35,353
13658,10364,12.8,9/26/14 0:35,1601
13659,10363,46.7,9/26/14 0:35,293
13660,10361,45,9/26/14 0:35,304
13661,10357,62.4,9/26/14 0:50,150
13662,16981,30,9/26/14 0:50,360.448
13663,10356,47.4,9/26/14 0:50,395
13664,10496,49.1,9/26/14 0:50,293
13665,10498,64.6,9/26/14 0:50,78
13666,10499,64.3,9/26/14 0:50,224
13667,10360,58.2,9/26/14 0:50,328
13668,10364,7.4,9/26/14 0:50,2754.99
13669,10363,44.9,9/26/14 0:50,305
13670,10361,45,9/26/14 0:50,304
13671,10357,65,9/26/14 1:05,144
13672,16981,36.1,9/26/14 1:05,299.25
13673,10356,46.9,9/26/14 1:05,399
13674,10496,49.1,9/26/14 1:05,293
13675,10498,61.5,9/26/14 1:05,82
13676,10499,64.3,9/26/14 1:05,224
13677,10360,58.2,9/26/14 1:05,328
13678,10364,12.8,9/26/14 1:05,1601
13679,10363,44.9,9/26/14 1:05,305
13680,10361,47.3,9/26/14 1:05,289
13681,10357,65,9/26/14 1:20,144
13682,16981,20,9/26/14 1:20,540.372
13683,10356,47.4,9/26/14 1:20,395
13684,10496,49.5,9/26/14 1:20,291
13685,10498,61.5,9/26/14 1:20,82
13686,10499,63.7,9/26/14 1:20,226
13687,10360,58.2,9/26/14 1:20,328
13688,10364,14.2,9/26/14 1:20,1447
13689,10363,44.9,9/26/14 1:20,305
13690,10361,47.3,9/26/14 1:20,289
13691,10357,65.9,9/26/14 1:35,142
13692,16981,37.2,9/26/14 1:35,290.63
13693,10356,47.4,9/26/14 1:35,395
13694,10496,49.1,9/26/14 1:35,293
13695,10498,59.3,9/26/14 1:35,85
13696,10499,59.8,9/26/14 1:35,241
13697,10360,57.5,9/26/14 1:35,332
13698,10364,14.2,9/26/14 1:35,1447
13699,10363,44.9,9/26/14 1:35,305
13700,10361,48.2,9/26/14 1:35,284
13701,10357,61.6,9/26/14 1:50,152
13702,16981,40.4,9/26/14 1:50,267.424
13703,10356,50.5,9/26/14 1:50,371
13704,10496,51.8,9/26/14 1:50,278
13705,10498,59.3,9/26/14 1:50,85
13706,10499,59.3,9/26/14 1:50,243
13707,10360,56.1,9/26/14 1:50,340
13708,10364,14.2,9/26/14 1:50,1447
13709,10363,44.9,9/26/14 1:50,305
13710,10361,48.2,9/26/14 1:50,284
13711,10357,63.7,9/26/14 2:05,147
13712,16981,41.1,9/26/14 2:05,263
13713,10356,52,9/26/14 2:05,360
13714,10496,54.1,9/26/14 2:05,266
13715,10498,59.3,9/26/14 2:05,85
13716,10499,63.7,9/26/14 2:05,226
13717,10360,54.8,9/26/14 2:05,348
13718,10364,38.1,9/26/14 2:05,538
13719,10363,44.9,9/26/14 2:05,305
13720,10361,48.2,9/26/14 2:05,284
13721,10357,65.5,9/26/14 2:20,143
13722,16981,41.3,9/26/14 2:20,261.491
13723,10356,52,9/26/14 2:20,360
13724,10496,54.1,9/26/14 2:20,266
13725,10498,59.3,9/26/14 2:20,85
13726,10499,59.3,9/26/14 2:20,243
13727,10360,54.2,9/26/14 2:20,352
13728,10364,50.5,9/26/14 2:20,406
13729,10363,44.9,9/26/14 2:20,305
13730,10361,48.2,9/26/14 2:20,284
13731,10357,66.4,9/26/14 2:35,141
13732,16981,27.3,9/26/14 2:35,395.62
13733,10356,52,9/26/14 2:35,360
13734,10496,54.1,9/26/14 2:35,266
13735,10498,63.8,9/26/14 2:35,79
13736,10499,57.6,9/26/14 2:35,250
13737,10360,50.5,9/26/14 2:35,378
13738,10364,50.5,9/26/14 2:35,406
13739,10363,44.9,9/26/14 2:35,305
13740,10361,49,9/26/14 2:35,279
13741,10357,66.4,9/26/14 2:50,141
13742,16981,37.3,9/26/14 2:50,289.283
13743,10356,52,9/26/14 2:50,360
13744,10496,54.1,9/26/14 2:50,266
13745,10498,65.5,9/26/14 2:50,77.0001
13746,10499,63.4,9/26/14 2:50,227
13747,10360,47.2,9/26/14 2:50,404
13748,10364,53.7,9/26/14 2:50,382
13749,10363,44.9,9/26/14 2:50,305
13750,10361,49,9/26/14 2:50,279
13751,10357,65,9/26/14 3:05,144
13752,16981,33.1,9/26/14 3:05,326
13753,10356,52,9/26/14 3:05,360
13754,10496,54.1,9/26/14 3:05,266
13755,10498,62.2,9/26/14 3:05,81
13756,10499,58.3,9/26/14 3:05,247
13757,10360,50.5,9/26/14 3:05,378
13758,10364,50.5,9/26/14 3:05,406
13759,10363,44.9,9/26/14 3:05,305
13760,10361,42.5,9/26/14 3:05,322
13761,10357,65,9/26/14 3:20,144
13762,16981,21.6,9/26/14 3:20,498.865
13763,10356,53,9/26/14 3:20,353
13764,10496,54.1,9/26/14 3:20,266
13765,10498,62.2,9/26/14 3:20,81
13766,10499,54.8,9/26/14 3:20,263
13767,10360,47.2,9/26/14 3:20,404
13768,10364,45.4,9/26/14 3:20,452
13769,10363,43.6,9/26/14 3:20,314
13770,10361,36.8,9/26/14 3:20,372
13771,10357,65,9/26/14 3:35,144
13772,16981,36.1,9/26/14 3:35,299.509
13773,10356,53,9/26/14 3:35,353
13774,10496,54.1,9/26/14 3:35,266
13775,10498,57.9,9/26/14 3:35,87.0001
13776,10499,57.6,9/26/14 3:35,250
13777,10360,51.2,9/26/14 3:35,373
13778,10364,45.4,9/26/14 3:35,452
13779,10363,25.9,9/26/14 3:35,528
13780,10361,36.8,9/26/14 3:35,372
13781,10357,67.3,9/26/14 4:20,139
13782,16981,24.3,9/26/14 4:20,444.115
13783,10356,53,9/26/14 4:20,353
13784,10496,57.1,9/26/14 4:20,252
13785,10498,62.2,9/26/14 4:20,81
13786,10499,67.3,9/26/14 4:20,214
13787,10360,56,9/26/14 4:20,341
13788,10364,45.4,9/26/14 4:20,452
13789,10363,46.2,9/26/14 4:20,296
13790,10361,47.8,9/26/14 4:20,286
13791,10357,67.3,9/26/14 4:35,139
13792,16981,4.9,9/26/14 4:35,2199.01
13793,10356,53,9/26/14 4:35,353
13794,10496,55,9/26/14 4:35,262
13795,10498,60.7,9/26/14 4:35,83
13796,10499,63.7,9/26/14 4:35,226
13797,10360,58.3,9/26/14 4:35,327
13798,10364,45.4,9/26/14 4:35,452
13799,10363,47.8,9/26/14 4:35,286
13800,10361,53.4,9/26/14 4:35,256
13801,10357,64.6,9/26/14 4:50,145
13802,16981,3.7,9/26/14 4:50,2902.76
13803,10356,51.9,9/26/14 4:50,361
13804,10496,56.3,9/26/14 4:50,256
13805,10498,65.5,9/26/14 4:50,77.0001
13806,10499,62.6,9/26/14 4:50,230
13807,10360,57.3,9/26/14 4:50,333
13808,10364,48.1,9/26/14 4:50,427
13809,10363,52.6,9/26/14 4:50,260
13810,10361,55.6,9/26/14 4:50,246
13811,10357,68.3,9/26/14 5:20,137
13812,16981,11.1,9/26/14 5:20,971.197
13813,10356,57.6,9/26/14 5:20,325
13814,10496,63.2,9/26/14 5:20,228
13815,10498,69,9/26/14 5:20,73
13816,10499,67.3,9/26/14 5:20,214
13817,10360,59.8,9/26/14 5:20,319
13818,10364,48.1,9/26/14 5:20,427
13819,10363,52.6,9/26/14 5:20,260
13820,10361,54.3,9/26/14 5:20,252
13821,10357,65.5,9/26/14 5:35,143
13822,16981,5.4,9/26/14 5:35,2003
13823,10356,57.6,9/26/14 5:35,325
13824,10496,61.5,9/26/14 5:35,234
13825,10498,63.8,9/26/14 5:35,79
13826,10499,66.1,9/26/14 5:35,218
13827,10360,59.8,9/26/14 5:35,319
13828,10364,48.1,9/26/14 5:35,427
13829,10363,52.6,9/26/14 5:35,260
13830,10361,53.6,9/26/14 5:35,255
13831,10357,65.5,9/26/14 5:50,143
13832,16981,5.4,9/26/14 5:50,2003
13833,10356,57.6,9/26/14 5:50,325
13834,10496,59.3,9/26/14 5:50,243
13835,10498,65.5,9/26/14 5:50,77.0001
13836,10499,63.2,9/26/14 5:50,228
13837,10360,58,9/26/14 5:50,329
13838,10364,48.1,9/26/14 5:50,427
13839,10363,52.6,9/26/14 5:50,260
13840,10361,54.5,9/26/14 5:50,251
13841,10357,64.6,9/26/14 6:05,145
13842,16981,5.1,9/26/14 6:05,2114.43
13843,10356,55.4,9/26/14 6:05,338
13844,10496,57.8,9/26/14 6:05,249
13845,10498,63.8,9/26/14 6:05,79
13846,10499,67.9,9/26/14 6:05,212
13847,10360,63.4,9/26/14 6:05,301
13848,10364,50,9/26/14 6:05,410
13849,10363,53.9,9/26/14 6:05,254
13850,10361,55.4,9/26/14 6:05,247
13851,10357,69.3,9/26/14 6:20,135
13852,16981,2.2,9/26/14 6:20,4965.29
13853,10356,55.4,9/26/14 6:20,338
13854,10496,53.3,9/26/14 6:20,270
13855,10498,57.9,9/26/14 6:20,87.0001
13856,10499,66.7,9/26/14 6:20,216
13857,10360,62.6,9/26/14 6:20,305
13858,10364,52.6,9/26/14 6:20,390
13859,10363,53.9,9/26/14 6:20,254
13860,10361,56.1,9/26/14 6:20,244
13861,10357,69.3,9/26/14 6:35,135
13862,16981,2.5,9/26/14 6:35,4342.93
13863,10356,58.7,9/26/14 6:35,319
13864,10496,61,9/26/14 6:35,236
13865,10498,42.4,9/26/14 6:35,119
13866,10499,58.5,9/26/14 6:35,246
13867,10360,55.3,9/26/14 6:35,345
13868,10364,52.1,9/26/14 6:35,394
13869,10363,53.2,9/26/14 6:35,257
13870,10361,53.9,9/26/14 6:35,254
13871,10357,62.8,9/26/14 6:50,149
13872,16981,6.2,9/26/14 6:50,1743.99
13873,10356,51.3,9/26/14 6:50,365
13874,10496,60,9/26/14 6:50,240
13875,10498,57.9,9/26/14 6:50,87.0001
13876,10499,61.5,9/26/14 6:50,234
13877,10360,57.1,9/26/14 6:50,334
13878,10364,52.1,9/26/14 6:50,394
13879,10363,53.2,9/26/14 6:50,257
13880,10361,54.5,9/26/14 6:50,251
13881,10357,69.3,9/26/14 7:05,135
13882,16981,6.2,9/26/14 7:05,1743.99
13883,10356,55.7,9/26/14 7:05,336
13884,10496,62.6,9/26/14 7:05,230
13885,10498,56.6,9/26/14 7:05,89
13886,10499,56.7,9/26/14 7:05,254
13887,10360,55.1,9/26/14 7:05,346
13888,10364,52.6,9/26/14 7:05,390
13889,10363,51.6,9/26/14 7:05,265
13890,10361,57.5,9/26/14 7:05,238
13891,10357,70.4,9/26/14 7:20,133
13892,16981,7.8,9/26/14 7:20,1381.99
13893,10356,54.7,9/26/14 7:20,342
13894,10496,56.7,9/26/14 7:20,254
13895,10498,54.2,9/26/14 7:20,93.0001
13896,10499,50.7,9/26/14 7:20,284
13897,10360,47,9/26/14 7:20,406
13898,10364,53.6,9/26/14 7:20,383
13899,10363,51.8,9/26/14 7:20,264
13900,10361,49.9,9/26/14 7:20,274
13901,10357,65.5,9/26/14 7:35,143
13902,16981,29.9,9/26/14 7:35,360.75
13903,10356,55.1,9/26/14 7:35,340
13904,10496,59.5,9/26/14 7:35,242
13905,10498,55.4,9/26/14 7:35,91
13906,10499,51.4,9/26/14 7:35,280
13907,10360,36.7,9/26/14 7:35,520
13908,10364,52.9,9/26/14 7:35,388
13909,10363,51.8,9/26/14 7:35,264
13910,10361,53.9,9/26/14 7:35,254
13911,10357,65.9,9/26/14 7:50,142
13912,16981,46.8,9/26/14 7:50,230.649
13913,10356,52.9,9/26/14 7:50,354
13914,10496,57.1,9/26/14 7:50,252
13915,10498,56.6,9/26/14 7:50,89
13916,10499,40.2,9/26/14 7:50,358
13917,10360,31.2,9/26/14 7:50,611.999
13918,10364,50.5,9/26/14 7:50,406
13919,10363,52.2,9/26/14 7:50,262
13920,10361,53.6,9/26/14 7:50,255
13921,10357,62.8,9/26/14 8:05,149
13922,16981,48.4,9/26/14 8:05,222.996
13923,10356,52.1,9/26/14 8:05,359
13924,10496,57.6,9/26/14 8:05,250
13925,10498,54.2,9/26/14 8:05,93.0001
13926,10499,29.1,9/26/14 8:05,494
13927,10360,24.8,9/26/14 8:05,767.998
13928,10364,50.5,9/26/14 8:05,406
13929,10363,52.2,9/26/14 8:05,262
13930,10361,53.6,9/26/14 8:05,255
13931,10357,68.3,9/26/14 8:20,137
13932,16981,48.2,9/26/14 8:20,224
13933,10356,45.8,9/26/14 8:20,409
13934,10496,54.1,9/26/14 8:20,266
13935,10498,29.5,9/26/14 8:20,171
13936,10499,24.8,9/26/14 8:20,580
13937,10360,21.9,9/26/14 8:20,870.998
13938,10364,50.5,9/26/14 8:20,406
13939,10363,50.9,9/26/14 8:20,269
13940,10361,51.4,9/26/14 8:20,266
13941,10357,64.1,9/26/14 8:35,146
13942,16981,48.2,9/26/14 8:35,224
13943,10356,51.3,9/26/14 8:35,365
13944,10496,58.1,9/26/14 8:35,248
13945,10498,24.5,9/26/14 8:35,206
13946,10499,21.2,9/26/14 8:35,679.999
13947,10360,19.1,9/26/14 8:35,1001
13948,10364,52.8,9/26/14 8:35,389
13949,10363,50.9,9/26/14 8:35,269
13950,10361,51,9/26/14 8:35,268
13951,10357,63.7,9/26/14 8:50,147
13952,16981,49.5,9/26/14 8:50,218.362
13953,10356,56.6,9/26/14 8:50,331
13954,10496,57.1,9/26/14 8:50,252
13955,10498,54.2,9/26/14 8:50,93.0001
13956,10499,22.9,9/26/14 8:50,628.001
13957,10360,21,9/26/14 8:50,906.999
13958,10364,46.3,9/26/14 8:50,443
13959,10363,51.2,9/26/14 8:50,267
13960,10361,53,9/26/14 8:50,258
13961,10357,66.9,9/26/14 9:05,140
13962,16981,50.9,9/26/14 9:05,212
13963,10356,56.2,9/26/14 9:05,333
13964,10496,62.1,9/26/14 9:05,232
13965,10498,63,9/26/14 9:05,80
13966,10499,31,9/26/14 9:05,464
13967,10360,21.4,9/26/14 9:05,892.999
13968,10364,46.3,9/26/14 9:05,443
13969,10363,52,9/26/14 9:05,263
13970,10361,49.9,9/26/14 9:05,274
13971,10357,63.2,9/26/14 9:20,148
13972,16981,36.4,9/26/14 9:20,296.606
13973,10356,50.7,9/26/14 9:20,369
13974,10496,60,9/26/14 9:20,240
13975,10498,66.3,9/26/14 9:20,76
13976,10499,62.6,9/26/14 9:20,230
13977,10360,33.1,9/26/14 9:20,577
13978,10364,49.2,9/26/14 9:20,417
13979,10363,51.4,9/26/14 9:20,266
13980,10361,50.7,9/26/14 9:20,270
13981,10357,68.8,9/26/14 9:35,136
13982,16981,41.9,9/26/14 9:35,258
13983,10356,56.9,9/26/14 9:35,329
13984,10496,63.7,9/26/14 9:35,226
13985,10498,58.6,9/26/14 9:35,85.9999
13986,10499,59,9/26/14 9:35,244
13987,10360,44.7,9/26/14 9:35,427
13988,10364,49.2,9/26/14 9:35,417
13989,10363,44.7,9/26/14 9:35,306
13990,10361,51.4,9/26/14 9:35,266
13991,10357,50.9,9/26/14 9:50,184
13992,16981,45.6,9/26/14 9:50,236.895
13993,10356,56.6,9/26/14 9:50,331
13994,10496,63.7,9/26/14 9:50,226
13995,10498,56,9/26/14 9:50,90
13996,10499,66.7,9/26/14 9:50,216
13997,10360,58.7,9/26/14 9:50,325
13998,10364,47.8,9/26/14 9:50,429
13999,10363,46.8,9/26/14 9:50,292
14000,10361,50.7,9/26/14 9:50,270
14001,10357,63.2,9/26/14 10:05,148
14002,16981,45.6,9/26/14 10:05,236.895
14003,10356,58,9/26/14 10:05,323
14004,10496,62.1,9/26/14 10:05,232
14005,10498,57.3,9/26/14 10:05,88
14006,10499,53.7,9/26/14 10:05,268
14007,10360,55,9/26/14 10:05,347
14008,10364,48.3,9/26/14 10:05,425
14009,10363,46.8,9/26/14 10:05,292
14010,10361,53,9/26/14 10:05,258
14011,10357,68.8,9/26/14 10:20,136
14012,16981,45,9/26/14 10:20,240.025
14013,10356,52.7,9/26/14 10:20,355
14014,10496,56.3,9/26/14 10:20,256
14015,10498,65.5,9/26/14 10:20,77.0001
14016,10499,60.3,9/26/14 10:20,239
14017,10360,59.6,9/26/14 10:20,320
14018,10364,49.9,9/26/14 10:20,411
14019,10363,51.6,9/26/14 10:20,265
14020,10361,57.5,9/26/14 10:20,238
14021,10357,70.9,9/26/14 10:35,132
14022,16981,33,9/26/14 10:35,327.365
14023,10356,52.7,9/26/14 10:35,355
14024,10496,54.1,9/26/14 10:35,266
14025,10498,60,9/26/14 10:35,84
14026,10499,64,9/26/14 10:35,225
14027,10360,58.2,9/26/14 10:35,328
14028,10364,47.2,9/26/14 10:35,435
14029,10363,51.2,9/26/14 10:35,267
14030,10361,48.2,9/26/14 10:35,284
14031,10357,70.9,9/26/14 10:50,132
14032,16981,29.8,9/26/14 10:50,362.973
14033,10356,54.6,9/26/14 10:50,343
14034,10496,59,9/26/14 10:50,244
14035,10498,63.8,9/26/14 10:50,79
14036,10499,66.4,9/26/14 10:50,217
14037,10360,56.1,9/26/14 10:50,340
14038,10364,48.1,9/26/14 10:50,427
14039,10363,52.4,9/26/14 10:50,261
14040,10361,52.6,9/26/14 10:50,260
14041,10357,65.9,9/26/14 11:05,142
14042,16981,46.9,9/26/14 11:05,230.268
14043,10356,56.2,9/26/14 11:05,333
14044,10496,61,9/26/14 11:05,236
14045,10498,69,9/26/14 11:05,73
14046,10499,61.8,9/26/14 11:05,233
14047,10360,49.9,9/26/14 11:05,382
14048,10364,49,9/26/14 11:05,419
14049,10363,52.8,9/26/14 11:05,259
14050,10361,52.6,9/26/14 11:05,260
14051,10357,64.1,9/26/14 11:20,146
14052,16981,47.4,9/26/14 11:20,228.017
14053,10356,51.9,9/26/14 11:20,361
14054,10496,59,9/26/14 11:20,244
14055,10498,59.3,9/26/14 11:20,85
14056,10499,62.9,9/26/14 11:20,229
14057,10360,51.3,9/26/14 11:20,372
14058,10364,50.2,9/26/14 11:20,409
14059,10363,47.7,9/26/14 11:20,287
14060,10361,50.3,9/26/14 11:20,272
14061,10357,66.9,9/26/14 11:35,140
14062,16981,52,9/26/14 11:35,207.827
14063,10356,55.5,9/26/14 11:35,337
14064,10496,61,9/26/14 11:35,236
14065,10498,63.8,9/26/14 11:35,79
14066,10499,63.4,9/26/14 11:35,227
14067,10360,52.4,9/26/14 11:35,364
14068,10364,45.9,9/26/14 11:35,447
14069,10363,47.7,9/26/14 11:35,287
14070,10361,51.8,9/26/14 11:35,264
14071,10357,65.5,9/26/14 11:50,143
14072,16981,52.6,9/26/14 11:50,205.401
14073,10356,52.4,9/26/14 11:50,357
14074,10496,60.5,9/26/14 11:50,238
14075,10498,64.6,9/26/14 11:50,78
14076,10499,64.6,9/26/14 11:50,223
14077,10360,53.3,9/26/14 11:50,358
14078,10364,45.9,9/26/14 11:50,447
